time_column,Year,Month,Day,V-TWAS_gal,V-PS_gal,V-HSW_gal,Dig1-T_degF,Dig2-T_degF,Dig1-pH,Dig2-pH,FOG_gal,SRT,HSW-VS_percent,HSW-COD_mgL,Dig1-alk_mgL,Dig2-alk_mgL,Dig1-VFA_mgL,Dig2-VFA_mgL,Dig1-FOS-TAC,Dig2-FOS-TAC,Q-influent_MGD,BOD-influent_mgL,TWAS-VS_percent,PS-VS_percent,Biogas
2020-01-01,2020,1,1,4583,15412,0,95.5,95.4,7.07,7.06,0,42.9,0.0,0.0,4399.0,4214.0,2245.0,2232.0,0.51034325983178,0.5296630280018985,2.7,108.0,3.7,1.9,43.3
2020-01-02,2020,1,2,7690,17232,0,95.3,95.4,7.31,7.24,7328,26.6,0.0,0.0,4285.0,4187.0,2245.0,2232.0,0.5239206534422404,0.5330785765464533,2.85,135.0,3.66,1.9,62.8
2020-01-03,2020,1,3,2516,15412,0,95.2,95.4,7.23,7.21,15537,25.6,0.0,0.0,4269.0,4084.0,2245.0,2232.0,0.5258842820332631,0.5465230166503428,2.7,184.0,3.56,2.3,53.0
2020-01-04,2020,1,4,2429,15865,0,94.9,95.1,6.92,6.99,0,46.9,0.0,0.0,4279.8,4095.0,2245.0,2232.0,0.5245572223001075,0.545054945054945,2.58,253.0,3.53,2.6199999999999997,41.9
2020-01-05,2020,1,5,2447,15556,0,95.7,95.7,6.98,6.98,0,47.7,0.0,0.0,4290.6,4106.0,2245.0,2232.0,0.5232368433319349,0.5435947394057477,2.69,135.7,3.49,2.94,32.5
2020-01-06,2020,1,6,2818,15757,0,95.6,95.5,7.13,7.05,7948,32.3,0.0,0.0,4301.4,4117.0,2245.0,2232.0,0.5219230948063421,0.5421423366529026,2.81,153.0,3.47,3.26,57.8
2020-01-07,2020,1,7,3843,11511,0,95.4,95.6,7.13,7.08,0,55.9,0.0,0.0,4312.2,4128.0,2245.0,2232.0,0.5206159269050601,0.5406976744186046,2.82,401.0,3.41,2.79,37.3
2020-01-08,2020,1,8,2205,9881,0,95.9,95.9,7.12,7.44,15700,30.9,0.0,0.0,4323.0,4139.0,2245.0,2232.0,0.5193152903076568,0.5392606909881614,2.81,649.6,3.15,2.81,50.7
2020-01-09,2020,1,9,2917,10708,0,95.7,95.1,7.16,7.16,2500,53.2,0.0,0.0,4529.0,4502.0,2245.0,2232.0,0.49569441377787593,0.49577965348733893,2.91,549.0,3.44,2.41,48.2
2020-01-10,2020,1,10,3350,9600,0,95.6,95.8,7.2,7.08,12300,34.0,0.0,0.0,4545.0,4518.0,2245.0,2232.0,0.49394939493949397,0.4940239043824701,3.29,663.0,3.63,2.72,56.2
2020-01-11,2020,1,11,3216,18326,0,95.7,95.7,7.11,7.08,0,39.8,0.0,0.0,4769.0,4223.0,2245.0,2232.0,0.4707485846089327,0.5285342173810088,3.18,672.0,3.94,2.7866666666666666,56.7
2020-01-12,2020,1,12,3730,10591,0,95.9,95.8,7.12,7.18,0,59.9,0.0,0.0,4730.0,4240.0,2245.0,2232.0,0.47463002114164904,0.5264150943396226,2.81,558.0,4.5,2.8533333333333335,47.4
2020-01-13,2020,1,13,4702,10180,0,95.5,95.6,7.2,7.16,13000,30.8,0.0,0.0,4862.0,4422.0,2245.0,2232.0,0.46174413821472643,0.5047489823609227,2.99,339.0,3.16,2.92,84.4
2020-01-14,2020,1,14,5037,19700,0,95.6,95.4,7.18,7.11,15250,21.5,0.0,0.0,4769.0,4350.0,2245.0,2232.0,0.4707485846089327,0.5131034482758621,3.12,461.0,3.64,2.86,87.4
2020-01-15,2020,1,15,6425,12269,0,95.5,95.4,7.06,7.02,9000,31.0,0.0,0.0,4774.0,4372.0,2245.0,2232.0,0.4702555509007122,0.5105215004574566,3.03,841.0,3.46,3.1,82.3
2020-01-16,2020,1,16,8938,15977,0,95.7,95.3,7.23,7.23,2400,31.4,0.0,0.0,4840.0,4444.0,2245.0,2232.0,0.46384297520661155,0.5022502250225023,2.92,636.0,3.37,2.9,69.4
2020-01-17,2020,1,17,7398,10896,0,95.3,95.8,7.06,7.04,4000,38.5,0.0,0.0,4868.0,4570.0,2245.0,2232.0,0.4611750205423172,0.4884026258205689,2.9,500.0,3.13,3.18,72.7
2020-01-18,2020,1,18,6644,12617,0,95.4,95.7,6.96,7.02,0,44.5,0.0,0.0,4364.0,4499.0,2245.0,2232.0,0.5144362969752521,0.4961102467214937,3.05,398.0,3.7,2.9933333333333336,47.2
2020-01-19,2020,1,19,6698,11836,0,95.4,95.4,6.56,6.55,0,46.3,0.0,0.0,4533.0,4403.0,2245.0,2232.0,0.49525700419148466,0.5069270951623893,2.73,669.0,2.9,2.8066666666666666,39.6
2020-01-20,2020,1,20,5590,15139,0,95.5,95.8,6.53,6.62,9500,28.4,0.0,0.0,4652.0,4381.0,2245.0,2232.0,0.48258813413585555,0.5094727231225747,2.8,364.0,2.81,2.62,60.5
2020-01-21,2020,1,21,6182,9811,0,95.3,95.2,7.18,7.13,15000,27.7,0.0,0.0,4685.0,4403.0,2245.0,2232.0,0.4791889007470651,0.5069270951623893,2.9,304.0,2.63,2.88,52.0
2020-01-22,2020,1,22,6203,9983,0,95.6,95.8,7.09,7.05,6500,37.8,0.0,0.0,4719.0,4477.0,2245.0,2232.0,0.4757363848272939,0.4985481349117713,2.95,705.0,2.94,2.73,68.0
2020-01-23,2020,1,23,9172,7615,0,95.5,95.3,7.22,7.08,8044,34.6,0.0,0.0,5210.0,4539.0,2245.0,2232.0,0.4309021113243762,0.4917382683410443,2.92,450.0,2.89,2.495,73.5
2020-01-24,2020,1,24,7577,8486,0,95.3,95.1,7.16,7.05,7300,36.7,0.0,0.0,4697.0,4443.0,2245.0,2232.0,0.47796465829252716,0.5023632680621202,3.11,423.0,2.99,2.26,87.8
2020-01-25,2020,1,25,7734,5573,0,95.4,95.8,7.27,7.22,0,64.5,0.0,0.0,4613.4,4376.4,2245.0,2232.0,0.4866259158104652,0.5100082259391281,3.06,346.0,3.27,2.3866666666666667,55.4
2020-01-26,2020,1,26,8476,5628,0,95.2,95.2,7.19,7.28,0,60.8,0.0,0.0,4529.8,4309.8,2245.0,2232.0,0.4956068700604883,0.5178894612278991,2.86,476.0,3.32,2.513333333333333,42.3
2020-01-27,2020,1,27,13378,9082,0,95.8,95.7,7.27,7.26,13450,23.9,0.0,0.0,4446.2,4243.2,2245.0,2232.0,0.5049255544060096,0.5260180995475113,2.83,232.0,3.34,2.64,35.5
2020-01-28,2020,1,28,6964,16947,0,95.3,95.3,7.25,7.27,11000,24.6,0.0,0.0,4362.6,4176.6,2245.0,2232.0,0.5146013844954843,0.5344059761528516,2.8,422.0,3.2,2.47,74.2
2020-01-29,2020,1,29,6818,9546,0,95.6,95.8,7.17,7.19,7734,35.6,0.0,0.0,4279.0,4110.0,2245.0,2232.0,0.5246552932928255,0.5430656934306569,2.94,446.0,3.39,2.84,77.6
2020-01-30,2020,1,30,11564,9062,0,95.7,95.2,7.2,7.11,12000,26.3,0.0,0.0,4343.0,4147.0,2245.0,2232.0,0.516923785401796,0.5382204002893658,2.8,704.0,3.41,1.97,52.5
2020-01-31,2020,1,31,8818,7762,0,95.7,95.5,7.1,7.05,10918,31.2,0.0,0.0,4352.0,4124.0,2245.0,2232.0,0.5158547794117647,0.5412221144519883,2.83,516.0,3.28,1.75,78.9
2020-02-01,2020,2,1,6325,9339,0,95.4,95.3,7.09,7.02,0,54.8,0.0,0.0,4360.0,4318.0,2245.0,2232.0,0.5149082568807339,0.5169059749884206,3.1,540.0,3.3899999999999997,2.95,63.1
2020-02-02,2020,2,2,6375,9303,0,95.3,95.5,7.04,7.01,0,54.7,0.0,0.0,4454.0,4346.0,2245.0,2232.0,0.504041311180961,0.5135757017947538,3.69,431.0,3.5,3.075,42.8
2020-02-03,2020,2,3,8063,9410,0,95.9,95.6,7.18,7.13,11124,30.0,0.0,0.0,4585.0,4393.0,2245.0,2232.0,0.48964013086150493,0.5080810380150239,3.61,369.0,3.35,3.2,49.6
2020-02-04,2020,2,4,9236,9261,0,95.6,95.3,7.3,7.26,16412,24.6,0.0,0.0,4655.0,4407.0,2245.0,2232.0,0.4822771213748657,0.5064669843430906,3.46,290.0,3.21,3.8,66.6
2020-02-05,2020,2,5,6998,9830,0,95.6,95.8,7.09,7.12,14423,27.5,0.0,0.0,4510.0,4482.0,2245.0,2232.0,0.4977827050997783,0.4979919678714859,3.35,458.0,3.2,3.26,65.3
2020-02-06,2020,2,6,10537,9935,0,95.3,95.2,7.1,7.07,8500,29.6,0.0,0.0,4669.0,4346.0,2245.0,2232.0,0.4808310130648961,0.5135757017947538,3.27,542.0,3.32,2.99,52.0
2020-02-07,2020,2,7,13361,11237,0,95.9,95.8,7.26,7.26,10349,24.6,0.0,0.0,4613.0,4426.0,2245.0,2232.0,0.4866681118577932,0.5042928151830095,3.18,585.0,3.9,3.9,60.3
2020-02-08,2020,2,8,12428,9746,0,95.5,95.7,7.17,7.12,0,38.7,0.0,0.0,4471.0,4392.0,2245.0,2232.0,0.5021248042943414,0.5081967213114754,3.04,601.0,2.34,3.3366666666666664,53.7
2020-02-09,2020,2,9,12169,8532,0,95.7,95.4,7.12,7.08,0,41.4,0.0,0.0,4504.0,4326.0,2245.0,2232.0,0.4984458259325044,0.5159500693481276,2.94,382.0,3.48,2.7733333333333334,43.1
2020-02-10,2020,2,10,11280,10939,0,95.6,95.4,7.09,7.05,5000,31.5,0.0,0.0,4790.0,4420.0,2245.0,2232.0,0.46868475991649267,0.5049773755656108,2.99,145.0,3.51,2.21,50.4
2020-02-11,2020,2,11,11749,10792,0,95.8,95.0,7.16,7.13,5000,31.2,0.0,0.0,4748.0,4612.0,2245.0,2232.0,0.4728306655433867,0.4839549002601908,2.97,178.0,3.5,2.46,45.4
2020-02-12,2020,2,12,12009,9752,0,95.3,95.5,7.24,7.17,9550,27.4,0.0,0.0,4739.0,4650.0,2245.0,2232.0,0.47372863473306603,0.48,3.1,502.0,3.55,2.54,69.4
2020-02-13,2020,2,13,15963,10618,0,95.9,95.7,7.22,7.26,0,32.3,0.0,0.0,4617.0,4701.0,2245.0,2232.0,0.4862464803985272,0.47479259731971923,2.92,813.0,3.55,2.37,55.3
2020-02-14,2020,2,14,12506,10263,0,95.6,95.2,7.31,7.29,12900,24.1,0.0,0.0,4917.0,4678.0,2245.0,2232.0,0.4565792149684767,0.4771269773407439,2.97,624.0,3.56,2.58,70.7
2020-02-15,2020,2,15,11998,6817,0,95.5,95.5,7.21,7.19,0,45.6,0.0,0.0,4701.0,4767.0,2245.0,2232.0,0.47755796639012976,0.4682190056639396,3.02,665.0,3.78,2.5525,52.1
2020-02-16,2020,2,16,11537,9533,0,95.3,95.5,7.13,7.16,0,40.7,0.0,0.0,4894.0,4960.0,2245.0,2232.0,0.4587249693502248,0.45,2.83,659.0,3.93,2.5250000000000004,46.8
2020-02-17,2020,2,17,11292,12499,0,95.6,95.5,7.19,7.17,0,36.1,0.0,0.0,5064.0,5088.0,2245.0,2232.0,0.4433254344391785,0.4386792452830189,2.96,478.0,3.83,2.4975,45.5
2020-02-18,2020,2,18,11140,11159,0,95.7,95.4,7.3,7.23,11000,25.8,0.0,0.0,5111.0,4965.0,2245.0,2232.0,0.43924867931911565,0.44954682779456195,2.96,210.0,3.69,2.47,79.3
2020-02-19,2020,2,19,10486,11252,0,95.8,95.3,7.41,7.42,5875,31.1,0.0,0.0,5050.0,5154.0,2245.0,2232.0,0.44455445544554456,0.4330616996507567,2.84,406.0,3.66,2.68,73.5
2020-02-20,2020,2,20,12412,12980,0,95.3,95.5,7.38,7.29,2000,31.3,0.0,0.0,4894.0,5064.0,2245.0,2232.0,0.4587249693502248,0.44075829383886256,2.79,375.0,3.66,2.69,73.0
2020-02-21,2020,2,21,14807,12577,0,95.7,95.4,7.43,7.34,5000,26.5,0.0,0.0,5012.0,5135.0,2245.0,2232.0,0.44792498004788506,0.43466407010710806,2.87,410.0,3.69,2.96,94.4
2020-02-22,2020,2,22,10483,10262,0,95.6,95.8,7.29,7.23,0,41.4,0.0,0.0,5206.0,4977.0,2245.0,2232.0,0.4312331924702267,0.4484629294755877,2.88,549.0,3.8,2.9266666666666667,63.5
2020-02-23,2020,2,23,12027,9883,0,95.9,95.7,7.22,7.21,0,39.2,0.0,0.0,5065.0,5196.0,2245.0,2232.0,0.4432379072063179,0.4295612009237875,2.9,818.0,3.95,2.893333333333333,52.5
2020-02-24,2020,2,24,12028,8948,0,95.7,95.4,7.23,7.26,16600,22.8,0.0,0.0,5327.0,5235.0,2245.0,2232.0,0.4214379575746199,0.42636103151862464,2.76,649.0,3.79,2.86,74.3
2020-02-25,2020,2,25,11853,8513,0,95.6,95.6,7.3,7.26,3200,36.4,0.0,0.0,5220.0,4948.0,2245.0,2232.0,0.43007662835249044,0.4510913500404204,2.73,651.0,3.91,2.38,58.9
2020-02-26,2020,2,26,11771,7570,0,95.3,95.7,7.3,7.29,12375,27.1,0.0,0.0,5293.0,5186.0,2245.0,2232.0,0.4241450972983185,0.4303895102198226,2.73,931.0,3.97,2.69,62.4
2020-02-27,2020,2,27,15590,11929,0,95.6,95.6,7.22,7.22,0,31.2,0.0,0.0,4768.0,5045.0,2245.0,2232.0,0.4708473154362416,0.44241823587710605,2.73,417.0,3.98,2.86,52.4
2020-02-28,2020,2,28,11571,12948,0,95.7,95.7,7.34,7.28,10500,24.5,0.0,0.0,5308.0,5434.0,2245.0,2232.0,0.42294649585531274,0.41074714758925285,2.67,930.0,4.7,2.51,76.4
2020-02-29,2020,2,29,11647,15114,0,95.2,95.5,7.13,7.14,0,32.1,0.0,0.0,5270.0,5234.5,2245.0,2232.0,0.42599620493358636,0.42640175756996845,2.65,530.0,4.2,2.563333333333333,68.4
2020-03-01,2020,3,1,11352,16376,0,95.1,95.8,7.21,7.15,0,30.9,0.0,0.0,5232.0,5035.0,2245.0,2232.0,0.42909021406727826,0.4432969215491559,2.8,520.0,4.4,2.6166666666666667,52.4
2020-03-02,2020,3,2,11024,22393,0,95.2,95.4,7.17,7.17,9580,20.0,0.0,0.0,5261.0,5194.0,2245.0,2232.0,0.4267249572324653,0.42972660762418174,2.61,450.0,4.4,2.67,79.3
2020-03-03,2020,3,3,10162,13410,0,95.7,95.3,7.29,7.15,3500,31.7,0.0,0.0,5246.0,5074.0,2245.0,2232.0,0.4279451010293557,0.43988963342530546,2.78,442.96,3.95,1.99,66.5
2020-03-04,2020,3,4,10097,23107,0,95.7,95.8,7.3,7.26,13080,18.5,0.0,0.0,5160.0,5290.0,2245.0,2232.0,0.43507751937984496,0.4219281663516068,2.6,461.0,3.96,2.3,75.2
2020-03-05,2020,3,5,13374,15694,0,95.6,95.4,7.26,7.24,2500,27.2,0.0,0.0,4949.0,5179.0,2245.0,2232.0,0.4536269953525965,0.43097122996717513,2.75,555.0,3.93,2.54,74.7
2020-03-06,2020,3,6,9034,13060,0,95.5,95.8,7.31,7.31,7300,29.2,0.0,0.0,5088.0,4997.0,2245.0,2232.0,0.4412342767295597,0.4466680008004803,2.72,1000.0,4.4,2.29,50.8
2020-03-07,2020,3,7,10473,15946,0,95.4,95.5,7.37,7.38,0,32.5,0.0,0.0,5091.0,5148.0,2245.0,2232.0,0.4409742683166372,0.43356643356643354,2.64,760.0,4.17,2.3266666666666667,76.1
2020-03-08,2020,3,8,9649,13998,0,95.2,95.4,7.47,7.27,0,36.3,0.0,0.0,4924.0,4976.0,2245.0,2232.0,0.45593013809910643,0.44855305466237944,2.5,411.0,4.4,2.3633333333333333,55.5
2020-03-09,2020,3,9,10344,15565,0,95.2,95.4,7.31,7.33,7700,25.5,0.0,0.0,5095.0,5043.0,2245.0,2232.0,0.44062806673209026,0.44259369422962525,5.08,292.0,3.96,2.4,66.8
2020-03-10,2020,3,10,11062,13560,0,95.8,95.6,7.24,7.26,16300,21.0,0.0,0.0,5052.0,5014.0,2245.0,2232.0,0.4443784639746635,0.4451535700039888,4.07,310.0,4.1,2.87,74.0
2020-03-11,2020,3,11,9646,17991,0,95.5,95.7,7.22,7.22,15300,20.0,0.0,0.0,5043.0,4910.0,2245.0,2232.0,0.44517152488598055,0.4545824847250509,3.6,346.0,3.97,3.3,90.8
2020-03-12,2020,3,12,12628,22313,0,95.2,95.7,7.29,7.28,4330,21.8,0.0,0.0,5119.0,4972.0,2245.0,2232.0,0.43856221918343424,0.4489139179404666,3.4,380.0,4.4,3.25,87.7
2020-03-13,2020,3,13,8576,18052,0,95.7,95.7,7.24,7.16,10000,23.4,0.0,0.0,5029.0,4824.0,2245.0,2232.0,0.4464108172598926,0.4626865671641791,3.11,400.0,3.89,3.3,69.8
2020-03-14,2020,3,14,7747,19590,0,95.7,95.5,7.24,7.23,0,31.4,0.0,0.0,5352.0,5373.0,2245.0,2232.0,0.4194693572496263,0.4154103852596315,3.06,287.0,3.82,3.4633333333333334,51.4
2020-03-15,2020,3,15,8218,18766,0,95.6,95.7,7.15,7.21,0,31.8,0.0,0.0,5260.0,5347.0,2245.0,2232.0,0.4268060836501901,0.41743033476715913,3.04,413.0,3.78,3.6266666666666665,49.3
2020-03-16,2020,3,16,7521,15811,13036,95.6,95.6,7.28,7.27,16200,21.7,5.62,260000.0,5316.0,5378.0,2245.0,2232.0,0.42231000752445447,0.41502417255485313,3.06,384.0,3.8,3.79,55.7
2020-03-17,2020,3,17,6856,15904,9697,95.1,95.5,7.29,7.23,7200,28.6,5.62,260000.0,5224.0,5337.0,2245.0,2232.0,0.42974732006125577,0.418212478920742,3.12,374.0,3.64,4.32,58.8
2020-03-18,2020,3,18,7647,15261,3823,95.8,95.9,7.29,7.28,5000,30.7,5.62,260000.0,5250.0,5311.0,2245.0,2232.0,0.4276190476190476,0.4202598380719262,3.53,737.0,3.78,4.4,54.1
2020-03-19,2020,3,19,10460,19136,2652,95.7,95.7,7.28,7.25,0,29.0,5.62,260000.0,5214.0,5357.0,2245.0,2232.0,0.43057153816647487,0.41665111069628524,3.4,410.0,3.9,4.5,54.0
2020-03-20,2020,3,20,7049,18781,5810,95.5,95.9,7.33,7.26,15300,20.9,5.62,260000.0,5148.0,5347.0,2245.0,2232.0,0.4360916860916861,0.41743033476715913,3.54,336.0,3.98,4.13,53.9
2020-03-21,2020,3,21,7260,23096,0,95.5,95.1,7.26,7.26,0,28.3,5.62,260000.0,5018.0,5170.0,2245.0,2232.0,0.4473893981666002,0.43172147001934236,3.25,338.0,3.98,3.853333333333333,51.8
2020-03-22,2020,3,22,7018,18979,0,95.6,95.6,7.23,7.25,0,33.0,5.62,260000.0,5086.0,5321.0,2245.0,2232.0,0.44140778607943376,0.41947002443149783,3.15,155.0,3.87,3.576666666666666,46.9
2020-03-23,2020,3,23,6776,20778,19188,95.2,95.3,7.13,7.14,20200,18.0,5.62,260000.0,5039.0,5243.0,2245.0,2232.0,0.44552490573526493,0.4257104711043296,3.43,153.6,3.83,3.3,70.9
2020-03-24,2020,3,24,7226,22809,10231,95.9,95.5,7.04,7.03,1200,27.5,5.62,260000.0,5165.0,5285.0,2245.0,2232.0,0.4346563407550823,0.42232734153263957,3.4,378.0,3.67,3.1,73.4
2020-03-25,2020,3,25,7415,22474,24302,95.6,95.7,7.3,7.26,16200,18.6,5.62,260000.0,4971.0,5186.0,2245.0,2232.0,0.4516193924763629,0.4303895102198226,3.41,455.0,3.85,3.28,80.7
2020-03-26,2020,3,26,8915,19002,12458,95.7,95.4,7.33,7.27,4000,26.9,5.62,260000.0,5139.0,5259.0,2245.0,2232.0,0.4368554193422845,0.4244152880775813,3.42,167.0,3.4,3.25,64.2
2020-03-27,2020,3,27,6840,14438,0,95.1,95.3,7.3,7.31,4200,33.7,5.62,260000.0,5196.0,5306.0,2245.0,2232.0,0.43206312548113934,0.42065586128910665,3.63,436.0,3.83,2.1,38.0
2020-03-28,2020,3,28,5890,16503,0,95.5,95.6,7.14,7.13,0,38.3,5.62,260000.0,5147.6,5277.4,2245.0,2232.0,0.4361255730826016,0.4229355364383977,4.13,232.0,4.7,2.2033333333333336,37.0
2020-03-29,2020,3,29,4854,18332,0,95.5,95.3,7.16,7.18,0,37.0,5.62,260000.0,5099.2,5248.8,2245.0,2232.0,0.44026513962974584,0.42524005486968447,3.43,346.0,2.99,2.3066666666666666,31.8
2020-03-30,2020,3,30,8070,21308,4796,95.3,95.7,7.25,7.25,4398,25.4,5.62,260000.0,5050.8,5220.2,2245.0,2232.0,0.4444840421319395,0.427569824910923,3.59,132.0,3.22,2.41,43.2
2020-03-31,2020,3,31,9501,16196,6304,95.3,95.5,7.26,7.26,6000,27.1,5.62,260000.0,5002.4,5191.6,2245.0,2232.0,0.4487845833999681,0.42992526388781876,3.66,325.0,4.1,2.32,52.2
2020-04-01,2020,4,1,7989,13553,12706,95.6,95.7,7.23,7.23,17000,25.1,5.62,260000.0,4954.0,5163.0,2245.0,2232.0,0.4531691562373839,0.4323067983730389,3.58,466.0,4.21,2.5,63.2
2020-04-02,2020,4,2,11797,16101,8784,95.7,95.7,7.23,7.2,1440,23.4,6.28,260000.0,4954.0,5241.0,2245.0,2232.0,0.4531691562373839,0.42587292501431023,3.64,352.0,4.28,3.18,69.1
2020-04-03,2020,4,3,7005,13009,3304,95.5,95.5,7.2,7.16,7983,36.8,5.25,260000.0,5029.0,5259.0,2245.0,2232.0,0.4464108172598926,0.4244152880775813,3.54,444.0,4.25,2.4,55.9
2020-04-04,2020,4,4,7317,14790,0,95.45,95.9,7.11,7.07,0,38.8,4.61,260000.0,5082.0,5334.0,2245.0,2232.0,0.4417552144824872,0.4184476940382452,3.47,403.0,4.25,2.506666666666667,47.3
2020-04-05,2020,4,5,6640,11871,0,95.4,95.8,7.01,7.06,0,46.4,3.9699999999999998,260000.0,5232.0,5367.0,2245.0,2232.0,0.42909021406727826,0.4158747903856903,3.34,264.0,4.25,2.6133333333333333,41.4
2020-04-06,2020,4,6,6687,11949,12591,95.4,95.3,7.24,7.21,15000,27.5,3.33,260000.0,5249.0,5410.0,2245.0,2232.0,0.4277005143836921,0.41256931608133085,3.44,167.0,4.2,2.72,60.4
2020-04-07,2020,4,7,7385,14155,5038,95.7,95.5,7.25,7.21,0,32.3,2.49,260000.0,5157.0,5232.0,2245.0,2232.0,0.43533061857669186,0.42660550458715596,3.6,200.0,3.84,2.86,64.9
2020-04-08,2020,4,8,5637,13486,8907,95.5,95.5,7.28,7.24,12400,30.6,4.21,260000.0,5286.0,5206.0,2245.0,2232.0,0.4247067726068861,0.42873607376104494,3.56,409.0,3.58,2.97,61.5
2020-04-09,2020,4,9,7638,13967,0,95.9,95.4,7.31,7.24,0,39.7,4.21,260000.0,5297.0,5222.0,2245.0,2232.0,0.42382480649424203,0.4274224435082344,3.66,292.0,3.41,3.5,52.2
2020-04-10,2020,4,10,5806,13950,0,95.6,95.7,7.31,7.28,11861,43.4,1.65,260000.0,5297.0,5286.0,2245.0,2232.0,0.42382480649424203,0.42224744608399545,3.7,427.0,3.56,3.46,64.1
2020-04-11,2020,4,11,6074,13702,0,95.3,95.7,7.22,7.21,0,43.4,2.59,260000.0,5270.0,5318.0,2245.0,2232.0,0.42599620493358636,0.4197066566378338,3.58,157.0,3.82,3.42,50.4
2020-04-12,2020,4,12,5856,13671,997,95.6,95.7,7.26,7.24,0,41.8,3.53,260000.0,5249.0,5297.0,2245.0,2232.0,0.4277005143836921,0.42137058712478764,4.03,144.0,3.85,3.38,42.6
2020-04-13,2020,4,13,5547,14665,8763,95.3,95.3,7.26,7.21,19500,29.6,4.47,260000.0,5286.0,5313.0,2245.0,2232.0,0.4247067726068861,0.4201016374929418,3.94,268.5,3.79,3.34,94.4
2020-04-14,2020,4,14,5328,14340,21183,95.2,95.6,7.19,7.18,26200,21.0,1.91,55600.0,4034.0,3877.0,2245.0,2232.0,0.5565195835399107,0.5757028630384318,3.72,393.0,3.57,4.26,100.8
2020-04-15,2020,4,15,5834,14604,11946,95.5,95.8,7.23,7.21,6000,26.5,2.75,77550.0,3921.0,3847.0,2245.0,2232.0,0.5725580209130324,0.5801923576813102,3.79,371.0,3.26,3.18,77.1
2020-04-16,2020,4,16,6294,13856,12876,95.9,95.8,7.27,7.21,14800,26.0,2.74,70525.0,4290.0,3950.0,2245.0,2232.0,0.5233100233100233,0.5650632911392405,3.64,265.0,3.24,3.22,61.6
2020-04-17,2020,4,17,5560,14128,11847,95.9,95.9,7.19,7.15,5000,27.2,2.73,77225.0,3069.0,3005.0,2245.0,2232.0,0.7315086347344412,0.7427620632279535,4.09,302.0,3.1,3.3,59.6
2020-04-18,2020,4,18,5247,13713,0,95.2,95.7,7.14,7.1,0,45.3,3.8675,87016.66666666667,5253.0,5263.0,2245.0,2232.0,0.42737483342851706,0.4240927227816835,3.8,209.6,3.24,2.8166666666666664,41.7
2020-04-19,2020,4,19,5251,13781,0,95.8,95.1,7.17,7.1,0,45.1,5.005000000000001,96808.33333333333,5171.0,5197.0,2245.0,2232.0,0.43415200154708955,0.42947854531460455,3.39,305.0,3.24,2.3333333333333335,35.8
2020-04-20,2020,4,20,5653,14057,7081,95.3,95.5,7.24,7.18,11900,32.0,6.1425,106600.0,5166.0,5274.0,2245.0,2232.0,0.4345722028648858,0.4232081911262799,3.61,181.0,3.48,1.85,43.1
2020-04-21,2020,4,21,5077,14364,5456,95.8,95.5,7.22,7.16,1700,34.5,7.28,173100.0,4809.0,4611.0,2245.0,2232.0,0.46683302141817423,0.4840598568640208,3.6,281.0,3.81,2.24,58.9
2020-04-22,2020,4,22,5403,14196,11109,95.3,95.6,7.26,7.17,15000,27.9,3.91,95850.0,4949.0,4552.0,2274.0,1842.0,0.45948676500303093,0.4046572934973638,3.58,520.0,3.48,2.43,65.8
2020-04-23,2020,4,23,6218,14329,0,95.6,95.4,7.27,7.21,2400,41.8,3.926,92450.0,5027.0,4704.0,1876.0,1660.0,0.3731848020688283,0.352891156462585,3.52,348.0,3.6,2.25,62.8
2020-04-24,2020,4,24,6219,15447,0,95.4,95.9,7.29,7.24,14500,39.6,3.942,58650.0,4942.0,4784.0,2000.0,2183.0,0.4046944556859571,0.45631270903010035,4.04,409.0,3.73,2.92,42.5
2020-04-25,2020,4,25,5746,18560,0,95.1,95.2,7.28,7.25,0,35.3,3.958,85925.0,5100.333333333333,5012.666666666667,1892.0,2210.6666666666665,0.37095614665708126,0.4410160925655007,3.37,291.0,3.73,3.0233333333333334,45.6
2020-04-26,2020,4,26,5814,13440,1590,95.6,95.6,7.24,7.22,0,41.2,3.974,113200.0,5258.666666666667,5241.333333333333,1784.0,2238.3333333333335,0.3392494929006085,0.4270541846858306,3.09,286.0,3.72,3.1266666666666665,43.7
2020-04-27,2020,4,27,5799,13875,18439,95.3,95.6,7.18,7.18,22883,22.5,3.99,140475.0,5417.0,5470.0,1676.0,2266.0,0.3093963448403175,0.41425959780621574,3.26,168.0,3.6,3.23,85.7
2020-04-28,2020,4,28,5955,14205,18409,95.3,95.6,7.21,7.19,6400,22.2,6.35,132550.0,5470.0,5242.0,1477.0,2050.0,0.270018281535649,0.39107210988172453,3.43,437.0,3.31,1.78,89.3
2020-04-29,2020,4,29,5349,14106,13744,95.7,95.6,7.25,7.23,14630,25.8,3.69,102125.0,5005.0,5075.0,2299.0,2548.0,0.4593406593406593,0.5020689655172413,3.4,420.0,3.19,3.0,81.7
2020-04-30,2020,4,30,6658,14173,6750,95.4,95.2,7.23,7.21,2541,31.1,2.2749999999999995,69850.0,5069.5585,5212.18675,2091.3,2307.1,0.41252112979858113,0.44263571331169205,3.24,409.0,3.8,2.92,62.7
2020-05-01,2020,5,1,5720,13832,10304,95.8,95.5,7.2,7.15,12281,28.7,0.86,37575.0,5345.0,5297.0,2332.0,2224.0,0.4362956033676333,0.41986029828204646,3.08,196.0,3.0,2.69,59.0
